Date,RARP_mod,RP_naive,VT_naive
2012-03-28,0.0,0.0,0.0
2012-03-29,0.0,0.0,0.0
2012-03-30,0.0,0.0,0.0
2012-04-02,0.0,0.0,0.0
2012-04-03,0.0,0.0,0.0
2012-04-04,0.0,0.0,0.0
2012-04-05,0.0,0.0,0.0
2012-04-09,0.0,0.0,0.0
2012-04-10,0.0,0.0,0.0
2012-04-11,0.0,0.0,0.0
2012-04-12,0.0,0.0,0.0
2012-04-13,0.0,0.0,0.0
2012-04-16,0.0,0.0,0.0
2012-04-17,0.0,0.0,0.0
2012-04-18,0.0,0.0,0.0
2012-04-19,0.0,0.0,0.0
2012-04-20,0.0,0.0,0.0
2012-04-23,0.0,0.0,0.0
2012-04-24,0.0,0.0,0.0
2012-04-25,0.0,0.0,0.0
2012-04-26,0.0,0.0,0.0
2012-04-27,0.0,0.0,0.0
2012-04-30,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0
2012-05-02,0.0,0.0,0.0
2012-05-03,0.0,0.0,0.0
2012-05-04,0.0,0.0,0.0
2012-05-07,0.0,0.0,0.0
2012-05-08,0.0,0.0,0.0
2012-05-09,-0.0004714835806555344,-0.0005,-0.0005
2012-05-10,-1.0957689330070317e-06,-1.1478967124848133e-05,1.1420414673410551e-05
2012-05-11,-1.0624974364661991e-05,6.6157147066490236e-06,-5.115597338210732e-05
2012-05-14,-0.00034386607495002814,-0.00012175643638925816,-0.00026112819925057677
2012-05-15,-0.00041025801089208903,-0.00018689425182522262,-0.00026879471560629085
2012-05-16,-0.00014323099164002088,-5.2817397331846514e-05,-8.58928027002442e-05
2012-05-17,-5.4482138630029125e-05,0.0001396827648762867,0.00012762261148111992
2012-05-18,-0.0002818812567088421,-5.449762477256798e-05,-6.380042990402425e-05
2012-05-21,0.0005654592429780485,0.00015628797025541197,0.0002657464526289378
2012-05-22,-0.0004783613662992137,-0.0004118944927094571,-0.0004595319933181362
2012-05-23,0.00015706536570585288,7.258825892509883e-05,6.31111022698688e-05
2012-05-24,6.18669801442659e-05,0.00012814263098340635,0.0001395880982090416
2012-05-25,0.00024412784098802484,0.0001711530827627833,0.0001525113596461761
2012-05-29,0.00016457840333207097,8.982183013127456e-06,5.541086122480592e-05
2012-05-30,0.0003468938030407955,0.00026994172016706655,0.00019223195994996187
2012-05-31,0.00018984663319100196,9.246059862332819e-05,8.757087614943095e-05
2012-06-01,0.00044840175114485657,0.0006540225316018719,0.0003469517223987385
2012-06-04,-0.0005039319779792021,-0.0003348628617392902,-0.00024508970163245427
2012-06-05,-1.7526228635316525e-06,-5.6194767138862957e-05,-7.00249986760791e-07
2012-06-06,0.00012617844705229323,-0.00013697923196434318,-4.38200870191195e-05
2012-06-07,-0.00011366908727784222,-0.00019287952460019894,-0.00012266359172034033
2012-06-08,0.0002567441911006452,0.00012013239732748331,0.0001553585111127002
2012-06-11,-9.0977559193762e-05,-1.578096257122945e-05,-5.3319799625670605e-05
2012-06-12,0.00022349026712025277,0.00020248612250333868,0.00027092153618809087
2012-06-13,0.0002360800612227588,0.00014638207844155378,0.00013382630672185557
2012-06-14,0.00012954422326480155,3.444429413445647e-05,0.00011177725906545055
2012-06-15,0.000633781590523385,0.00016141841100018227,0.0001020408868089169
2012-06-18,0.00021802210766777867,0.0002194306028877906,0.00022512100111597672
2012-06-19,-0.00042409757936669765,-0.0004943684261289119,-0.00043284103093486995
2012-06-20,-0.0004121816275707195,-0.00023208713601262598,-0.00017664634798282675
2012-06-21,-0.0008555717969416358,-0.00025090289230896245,-0.00016517823533923054
2012-06-22,-0.00019811425458081774,-0.00021135193450276464,-0.00018144484553135742
2012-06-25,0.00025278117874803714,0.0002810709529436716,0.00024384988040976785
2012-06-26,-0.000176597482176549,-0.00010398056960539706,-0.00011014120010490616
2012-06-27,0.00025722636469698804,-2.9635136968315213e-05,2.8649747757835417e-05
2012-06-28,0.00010651035517506226,0.00013901739590205706,0.00010679352656754536
2012-06-29,0.0006911049255200083,8.489989195289077e-05,0.000261344635179132
2012-07-02,0.0004998717632246572,0.00020741578985782242,0.00024970450000424895
2012-07-03,0.0003225342374461259,0.00017772890593493166,0.00023339081062840158
2012-07-05,-0.00014908819161019634,-9.425481237382368e-05,-0.00012818957694963812
2012-07-06,-0.0003064301590316814,-0.00016283984459051546,-0.00021630926977454863
2012-07-09,0.00025227876982646146,0.0001419286758993516,0.00014082759189886965
2012-07-10,-0.00046739300429401976,-0.00022671277982556405,-0.0003253147026157421
2012-07-11,-2.962779114320426e-06,1.5679256924349746e-05,4.166013548596912e-05
2012-07-12,2.087286194407023e-05,3.000763898922942e-05,-9.738506106167799e-06
2012-07-13,0.0008613013335829331,0.00048360858600152113,0.0006129088460646167
2012-07-16,-3.115948309794029e-05,-0.0001149934384843198,-0.00012581736580031974
2012-07-17,8.489364831484655e-05,0.00010475768495046196,0.00011971146956171733
2012-07-18,0.0001475204705289405,-8.80127042035521e-05,-6.386821105477529e-05
2012-07-19,0.00015797786368562075,0.00018396190740980507,0.00020655753508816793
2012-07-20,-0.00010441618948781733,-0.0001336179540444733,-0.0001399899416362101
2012-07-23,-0.000409211301788532,-0.00018623220197609767,-0.00017994005732263735
2012-07-24,6.419310568193202e-05,0.00020921270617543208,0.00019254780299597174
2012-07-25,0.0005678164697131562,0.0005030245045784469,0.00046457742031658425
2012-07-26,0.0004171917083962397,7.279507454737707e-05,6.773335404281199e-05
2012-07-27,0.0001669206599758704,0.00011556628921992668,0.00022377742627424047
2012-07-30,0.00035250115446961426,0.00015435572262166122,0.0001636272026914051
2012-07-31,-0.0005013599943503817,-0.0006162810518576843,-0.0005273388695796934
2012-08-01,-0.0004946971894265228,-0.0002444056876581516,-0.0001836970356517273
2012-08-02,-9.272751235098954e-05,-0.00020194629410556807,-0.00010610922602418854
2012-08-03,0.00021083402038323839,0.00044182734024738116,0.00022940659898876606
2012-08-06,0.0005003880750636231,0.0004063276048347214,0.0003633525419620194
2012-08-07,-0.0006789486538602333,-0.0003394984755830337,-0.00038519197063345524
2012-08-08,-0.0002651166734995473,-0.00019775928514538751,-0.00022100983056996636
2012-08-09,2.975655767170701e-05,7.143529011312627e-05,3.962981665533901e-05
2012-08-10,0.0004963885902415173,0.00022707729485284416,0.00021254896457311063
2012-08-13,-0.00027184722685152354,-0.00026161920440861486,-0.00020133237078552588
2012-08-14,-0.0005998146950205954,-0.0004000459590498268,-0.00036693629627098794
2012-08-15,-0.0003770121577005934,-0.0001448428334305202,-0.00018537116839402888
2012-08-16,0.00019278355632705677,0.0002275339069446415,0.00012375489588646656
2012-08-17,0.0001995867448113932,0.00012497637495250877,0.00010974911068697915
2012-08-20,0.0001343237680083565,0.00012653337901908753,0.00010115913763505842
2012-08-21,0.00016517320226404954,0.00023554149420998302,0.00018501103011068945
2012-08-22,0.0009622631075311685,0.0006738265619704889,0.0006006730468525826
2012-08-23,-8.545817750256338e-06,9.567341295846539e-05,9.563864469789481e-05
2012-08-24,0.00020935024553500608,0.00011232307043327681,9.572002105505895e-05
2012-08-27,0.00015316831271148623,4.384447289616056e-05,5.829877635275796e-05
2012-08-28,0.00021845502437466244,0.00021828246496634297,0.00022936247112141493
2012-08-29,-0.0003873391015593084,-0.00029940661716271297,-0.0003385781439934868
2012-08-30,-0.00011719794998236467,-9.004967537762688e-05,-6.357235949742425e-05
2012-08-31,0.0015760492068503172,0.0008119302452134665,0.001018940015315346
2012-09-04,-0.0003761550594007484,-0.00027974914371759255,-0.00029353990997358856
2012-09-05,7.785169411049616e-05,0.00014283534618208266,0.0001435984437626903
2012-09-06,0.00025072009474124627,0.0002849818549778241,0.0001397904656040427
2012-09-07,0.0007214752784503687,0.0003866552432442163,0.00036660391162221545
2012-09-10,-0.00040411124701548984,-0.00027594516116384604,-0.00023040257107962475
2012-09-11,3.215642094324529e-05,8.243628652004384e-05,3.3669868442345616e-05
2012-09-12,-0.0004028091994151276,-0.0001247554907338693,-0.00016003629882800115
2012-09-13,0.0017407896079707982,0.0010492481117282749,0.0008109021690919854
2012-09-14,-0.0008322828510550679,-0.00024763943989297336,-0.00031649189028308143
2012-09-17,-0.00019242931406238836,-0.00019959697116481037,-0.00011902329968817754
2012-09-18,0.00032399454752714925,0.00026180436027251313,0.0002218440595868081
2012-09-19,0.00022842639932824777,0.00011908662820678781,0.00011650147765176989
2012-09-20,1.5225144846925752e-05,-1.3243174728294582e-05,-3.5320096359029826e-06
2012-09-21,0.0003727477621385515,0.00033238489626889143,0.0003227318868772809
2012-09-24,-0.00016042991253003723,-0.00027430273547455455,-0.0002252634245925225
2012-09-25,-0.00025778692695788504,-0.0001606505911273306,-9.323267726788148e-05
2012-09-26,0.00011275275755935401,0.000135907932200191,0.00017291571656541388
2012-09-27,0.0006209365696146034,0.0004108915018252239,0.0003494553367593521
2012-09-28,-0.00045190177410435526,-0.00036686184624020986,-0.00033903304087487
2012-10-01,0.0003074079867770545,0.00018260046458402933,0.0001719139224276884
2012-10-02,0.00013286584021474703,0.00017512228188885795,0.00016925898198289247
2012-10-03,0.0001692393080535804,-3.9667141412652135e-05,-4.324277801856619e-05
2012-10-04,0.00013282817709100173,0.00015665230221697987,9.700326904255136e-05
2012-10-05,-0.0005853838774883539,-0.0002817760188307286,-0.0002998515286785101
2012-10-08,6.665516857463538e-05,-3.514988898758918e-05,1.1815416152689448e-05
2012-10-09,-0.0008349894786371242,-0.000499450251974333,-0.00042112968138127054
2012-10-10,6.871693906130316e-05,0.00010436401637413067,0.00015518798734948292
2012-10-11,0.00018101416322450684,0.00011093163033353608,0.00010316403340912268
2012-10-12,-0.0005250092224328425,-0.00044331561813520595,-0.0004044455028855829
2012-10-15,0.00032569778385337127,0.00022620443207886374,0.0001997316690192174
2012-10-16,5.942316261568355e-05,-4.535839426909099e-05,-7.194181820996997e-05
2012-10-17,-0.0002336227317444738,4.384726164427991e-05,1.2352680397126315e-05
2012-10-18,-0.000600757298438772,-0.00040962928800795874,-0.00041415374896131485
2012-10-19,-0.0007835682774082385,-0.00041572470015118173,-0.00038568407107043135
2012-10-22,-0.00026765525985387447,-8.838951113739189e-05,-8.657745968267958e-05
2012-10-23,-0.0002835392306118613,-0.00035368510170693873,-0.00014158360300327088
2012-10-24,-0.00039245135240751624,-0.00027211001528413956,-0.00022590750173541007
2012-10-25,-7.375356947931017e-05,0.00010456030726361515,2.728124474765724e-05
2012-10-26,0.0003937271905909323,7.03152630981847e-05,8.030048330013879e-05
2012-10-31,0.0006601966298652667,0.0004938273197989447,0.0004926739105639795
2012-11-01,0.00023402113767947676,3.3965971286877835e-05,3.9436904807244706e-05
2012-11-02,-0.0007805241129946582,-0.0005167716163701229,-0.0005856701923057059
2012-11-05,0.00019986084212172844,-1.812992819754281e-05,3.196109820011498e-05
2012-11-06,0.0005461035881816985,0.0005351286219158266,0.0005443139316980493
2012-11-07,-0.00041115357901741733,-0.00012180625300024013,-9.634353777646012e-05
2012-11-08,0.0001097358000875722,9.234656502785733e-05,0.00011880908638343203
2012-11-09,3.576098944349336e-05,1.0671091296739035e-06,3.3761123173314705e-06
2012-11-12,8.692876747835675e-05,1.3196917752736397e-06,9.877680612835975e-06
2012-11-13,-9.411533373755531e-05,-6.643793022736695e-05,-5.7136143129706685e-05
2012-11-14,-0.0008113580329039291,-0.0002847564278014044,-0.0002940125627381834
2012-11-15,-0.00027052506200319243,-0.00020358841817464323,-0.00016898144561096231
2012-11-16,0.0002194040234777184,0.00011115002190104138,9.02183309426275e-05
2012-11-19,0.0009485162722252234,0.0006969765994440701,0.0005189470907267535
2012-11-20,-0.0004662379808631908,-0.00022485160632485784,-0.00023151239711707614
2012-11-21,-0.00021021178066152197,-0.00018602597933348644,-0.000209399839619074
2012-11-23,0.0007388313102216969,0.0005479240321939295,0.0004162961862950719
2012-11-26,0.00021538784151267613,0.0001940194798054089,0.0002162436201949838
2012-11-27,-0.0002537752225799143,-0.000313837106230259,-0.00026000123951897734
2012-11-28,0.0001370113903456495,-5.703333792877969e-05,-3.893744148317319e-05
2012-11-29,0.000343577341844499,0.00021694298630071365,0.0001887528418196324
2012-11-30,-0.00017308645976183302,-0.00013149993892323035,-0.0001271189576051282
2012-12-03,-0.0002976556742072764,-7.191525811751513e-05,-0.00010194525717685544
2012-12-04,-0.00010323687660431207,-0.00015529158278076833,-0.0001321868342753848
2012-12-05,0.00014246700723689887,1.5209241664656896e-05,3.485163354075838e-05
2012-12-06,0.00029456677401516816,0.00010418507962624054,0.0001301322784909384
2012-12-07,-7.427076121709089e-05,2.1455219514494754e-05,-9.387305162749084e-06
2012-12-10,0.0002029559021552608,0.00011426950370078127,0.0001156488958179938
2012-12-11,0.000102683308664859,1.2194861215107765e-05,1.0095277966602437e-05
2012-12-12,-0.0004340674887540728,-0.00013604640898109776,-0.0001802275869368805
2012-12-13,-0.0007004633598187173,-0.0003407438265773669,-0.0003430944880939122
2012-12-14,3.2519963065229864e-05,-2.4375241593762516e-05,6.07914761203054e-06
2012-12-17,7.0882622951595815e-06,7.754354462487161e-05,3.025290307104845e-06
2012-12-18,-4.3075032792918964e-05,-5.5949654776791044e-05,-3.117052226803976e-05
2012-12-19,-0.0004103972743670519,-0.0003559868500022584,-0.00030884821653722546
2012-12-20,3.947589243387675e-05,-0.00016046656390704633,-9.131040615706679e-05
2012-12-21,8.978296424111426e-05,-1.9220037164736704e-05,3.479958733537027e-05
2012-12-24,-0.00019842230042042955,-6.589467553489422e-05,-6.787093151116506e-05
2012-12-26,9.579509097185733e-05,1.2882678976879338e-06,3.107387156598059e-05
2012-12-27,0.00046100429576076364,0.0002815248507951703,0.0003143366167391153
2012-12-28,-0.00033472187254894706,-0.0001924158625172972,-0.0001587857297993741
2012-12-31,0.00017334128440310188,0.00012701222806111843,3.0628797784858024e-05
2013-01-02,0.0006091852056948018,0.0004946697420246862,0.00035486389502260656
2013-01-03,-0.0008528139061788059,-0.0004884682889854742,-0.00047467735531102914
2013-01-04,0.00022143555943541807,0.00022107266481396077,0.000203028166024095
2013-01-07,-0.0005666462699752016,-0.0005787383197951501,-0.0005434201492361843
2013-01-08,0.0003965101353842308,0.00012820859439172908,0.00019222843857890235
2013-01-09,0.00014676734176998727,5.159092383419573e-05,5.587702169434257e-05
2013-01-10,0.0003047336235873584,0.00015237628145980752,0.0001611655339411814
2013-01-11,0.00014912131067665367,2.5251479389438634e-05,3.375936404973918e-05
2013-01-14,2.801893287037104e-05,-1.5506314543412736e-05,2.1931442672549557e-05
2013-01-15,0.00035529107744884994,0.00028487729475343537,0.00024222333360523503
2013-01-16,0.00012986607638059466,7.333188524128718e-05,7.354811053038855e-05
2013-01-17,0.00010647981088849423,0.00026284038447682486,0.00019150306439754216
2013-01-18,0.0001056219113399525,-8.315167926685986e-05,-7.977070314934753e-05
2013-01-22,0.00033170534305925327,0.00023466959762805142,0.00020314560427937855
2013-01-23,7.415690157385019e-05,-2.0676476372513942e-05,-4.018199513893763e-06
2013-01-24,-0.0003158321327394596,-8.382982071657448e-05,-0.00010121850868592518
2013-01-25,-0.0008339441770544758,-0.000478537719385816,-0.0005283407607248462
2013-01-28,-0.0003939768124858645,-0.00014253232887128978,-0.00017497583548967843
2013-01-29,0.00010511022299095154,7.702555034727829e-05,8.54971538877921e-05
2013-01-30,0.00012528350151631563,0.00011829294664459177,0.00010959368029780879
2013-01-31,-1.8958044941884785e-05,9.514288639088265e-05,7.536989180337994e-05
2013-02-01,-1.9675277626256027e-05,-0.00018154866279376886,-0.00013185517656831133
2013-02-04,0.00017156148174217803,0.00017309604054345685,0.00012739077316072537
2013-02-05,0.00023266317075503544,0.0001477968104784072,0.00021916006089967225
2013-02-06,0.00042094480877535504,0.00029124423464065485,0.00022364575010360918
2013-02-07,-0.00010609840464700218,-9.351857918236897e-05,-7.917220725023034e-05
2013-02-08,0.00022239236270090126,0.00010298740304314355,0.0001084334911669922
2013-02-11,-0.0004693411357042812,-0.0004065316314208532,-0.0003120350447419057
2013-02-12,-1.058344031965882e-05,-1.3910828022514398e-06,1.2264931686306152e-05
2013-02-13,-0.0006703911716046621,-0.0005599106370925357,-0.00048164119813993577
2013-02-14,0.0004913572688911793,0.0003647863160041385,0.00033873748214696843
2013-02-15,-0.0008985260617261248,-0.0007539865836592282,-0.0006415123065080372
2013-02-19,8.609654457681649e-05,-4.572047490269305e-05,2.4844405810564997e-07
2013-02-20,-0.0010837911972647618,-0.0006306588913634807,-0.0004977680736276714
2013-02-21,1.4369183435979728e-05,-2.4750804794397417e-05,-6.87193972388859e-05
2013-02-22,0.0007864691519539887,0.0005049138789290698,0.0005332987054015621
2013-02-25,7.905584505873517e-05,9.243058535232115e-05,-4.6147478268416045e-05
2013-02-26,0.0004656023131064976,0.00027979322513927405,0.0003153140065839713
2013-02-27,0.0002864777073609354,0.00015121509251136013,0.00022441946176362268
2013-02-28,-0.00023656850649271522,-0.00020118689111721545,-0.00016295640560920976
2013-03-01,0.0003677750559321374,0.0001344521733350786,0.00011996673594241237
2013-03-04,-0.0002992223104279296,-0.0002882156209776152,-0.0002405756124685813
2013-03-05,0.0004788008991324683,0.0003220568853998188,0.00035429401184249303
2013-03-06,-0.0003477252555122845,-0.00024062136797172527,-0.00022801968647142887
2013-03-07,-0.00041497535188210835,-0.00015851768444417777,-5.351336206593099e-05
2013-03-08,-0.0006468476863955856,-0.0004941235491201049,-0.0003970296530266443
2013-03-11,0.0004945459007366556,0.0003566509538226914,0.00034646868291001446
2013-03-12,0.00038616261885871005,0.00017671590854078252,6.535415079437845e-05
2013-03-13,-3.598022359789701e-06,6.83042044380887e-05,0.00011479019517078732
2013-03-14,0.00038260141866333983,0.00014452228442400522,0.00014571537710513874
2013-03-15,0.0004478564488904603,0.000292036788367964,0.00020862527548398246
2013-03-18,0.00028926242106556304,0.0001994342665163724,5.6331349780156025e-05
2013-03-19,0.0004574763712733357,0.00032275578417750893,0.0002266836340354264
2013-03-20,-0.00027432948497839536,-0.0002789282880095882,-0.0001622111868101275
2013-03-21,7.470057862032445e-05,0.0001711752656020572,6.783244308037776e-05
2013-03-22,0.0005263990485296086,0.00027234485902438363,0.0003170792090911939
2013-03-25,-0.00039387617137231655,-0.0002943322514217434,-0.0003053637699372253
2013-03-26,0.0006724127742859273,0.0003598941919701337,0.0003828509866386936
2013-03-27,0.0005944889793019842,0.00024556261380746027,0.00013152501787412925
2013-03-28,-0.00011462050598363288,-3.772708229875951e-05,3.087230432980868e-05
2013-04-01,-5.411688476134678e-05,-8.157097919616027e-05,-0.0001211766023959772
2013-04-02,-0.0004039055106236898,-0.00028938008377497356,-0.0001466006043510122
2013-04-03,-0.0007993923578387532,-0.0005250162635899701,-0.00048387271173924907
2013-04-04,0.0006051290540218962,0.0002710505166268212,0.0002729961460157536
2013-04-05,0.0009107100114947718,0.0007611536642122089,0.0006849913510449647
2013-04-08,-0.00015992508136807064,-0.00019124709038234673,-0.00011881246476700606
2013-04-09,0.0005941005522386392,0.0003224619395918145,0.0003110489903834791
2013-04-10,-0.0004284100741228854,-0.0004920936958530083,-0.0003760868078872905
2013-04-11,0.000255083684163022,2.4211979319926398e-05,-3.6334227687178276e-06
2013-04-12,-0.0007545089991005065,-0.0007997692226282611,-0.0005581800552188882
2013-04-15,-0.003892214441612491,-0.003263597361645734,-0.002663187953398933
2013-04-16,0.0009304896837033319,0.0006699598617665915,0.0006611252849161135
2013-04-17,-0.0004948716731696453,-0.00020407258525497306,-0.00025724871989181593
2013-04-18,-0.00014079867506496267,-4.987612329859081e-05,-0.00011999856801256771
2013-04-19,0.0006092165621579034,0.0004963883522506636,0.00045104695222090876
2013-04-22,0.0005116227826683657,0.00032893192963760656,0.00030396491131910833
2013-04-23,0.00027881315176920423,0.00015599418606492146,0.00011389869457207227
2013-04-24,0.00023444680401478324,0.00015262669971206688,0.000146775799585646
2013-04-25,9.821179638596337e-05,6.902316582963654e-05,2.8468598869121427e-05
2013-04-26,0.00038468271278612734,0.00011607155451008913,0.0001570392276988263
2013-04-29,0.0003974434489819043,0.00024536692527518265,0.00020975790302981773
2013-04-30,0.00013899748496113185,8.758192217298954e-05,7.302644430534622e-05
2013-05-01,-0.00013255037487299156,-0.00017020684707673775,-9.708532966370672e-05
2013-05-02,0.0006730224771411361,0.0004886657094934602,0.00045306082832822223
2013-05-03,-0.0008351060306471865,-0.0004082233131646253,-0.0005112261154705897
2013-05-06,-6.00637550756515e-05,-2.3774645563827855e-06,-2.4759281987866855e-05
2013-05-07,-9.575792091340326e-05,-0.00010329754785159444,-0.00010003313809528278
2013-05-08,0.0006746543099115257,0.0006150097648329424,0.0005257073649156151
2013-05-09,-0.0002871566941458217,-0.00027219754508296705,-0.00019485308513246142
2013-05-10,-0.0007511451064987718,-0.0005622864182735765,-0.0005618366640754646
2013-05-13,-9.734730676511536e-05,3.06406719196982e-05,3.114452108643072e-05
2013-05-14,-8.597012853919016e-05,-0.00025892868124144337,-0.0002606578014435666
2013-05-15,0.0002786498622784962,3.729124675904075e-05,3.590282600149608e-05
2013-05-16,0.00018119536574746835,0.00010250828727066413,0.00012840513410165163
2013-05-17,-0.00019980533836744146,-0.00014886361681836535,-0.00012571149025082643
2013-05-20,5.3998222856047534e-05,4.6123107305525026e-05,7.226080471680504e-05
2013-05-21,0.00036599021752951817,0.0002778025735808709,0.00021242584584049774
2013-05-22,-0.0013045066909190186,-0.0009020632828953591,-0.0006952795970646078
2013-05-23,0.00017019257624562937,0.0001464082750650048,0.00020182838547304566
2013-05-24,-0.00010130703328315428,-5.35663270390817e-05,-7.383527301609976e-05
2013-05-28,-0.0008424855375947747,-0.0006146574782170829,-0.0006952340295487313
2013-05-29,0.0002714507132386809,0.0003295731704094536,0.00036743993255573045
2013-05-30,0.0001941129156898034,-2.910740799456034e-05,3.093942440281699e-05
2013-05-31,-0.001125714790184912,-0.0003749135163098667,-0.0005191434944893524
2013-06-03,0.0006926426608855236,0.00031820607888634724,0.00041520026257377653
2013-06-04,-0.0006036053251818282,-0.00027736710236901056,-0.00033818234875183126
2013-06-05,-0.00018240586881896454,-1.1901445686552033e-05,-0.00011111383742170536
2013-06-06,0.00048173147893311864,7.214673201911607e-05,0.00016078771562092007
2013-06-07,-0.0003455223568228385,-0.00012367802474297343,-0.00010480511564777933
2013-06-10,-0.00037977940659643134,-0.00030417997097385174,-0.0002842677456496292
2013-06-11,-5.380819809817995e-05,0.00012702449624332814,3.657568625761994e-05
2013-06-12,-0.0008517879220349578,-0.0005050114853003226,-0.0005314977908137592
2013-06-13,0.0014779761260977243,0.0007945594293509448,0.0008772526664648854
2013-06-14,-0.0002470118407128001,-0.0002179413580500734,-0.00023495210352908653
2013-06-17,0.00013431948785726968,1.2185933613051498e-05,1.1345935468615555e-08
2013-06-18,0.00027665981334651563,5.26327151623733e-05,2.2344468262584674e-05
2013-06-19,-0.0024120288470232017,-0.001100002743350876,-0.0011285663636439178
2013-06-20,-0.002817496004684269,-0.001369740317509928,-0.0015038449999793136
2013-06-21,-0.0005650379838447512,-0.00011472935803342552,-9.635699537046634e-05
2013-06-24,-0.0009796482877258226,-0.0005039446577631353,-0.00045281070354415164
2013-06-25,0.00035009734105389363,0.0001241726227735889,0.00011338449100117616
2013-06-26,0.00022015756113763973,-0.00010567396584276333,-9.852537312267709e-05
2013-06-27,0.00030033032752507273,-5.930931871487311e-05,-8.096181114412997e-05
2013-06-28,0.00048261423563297973,0.000390677810538625,0.0003559590148520166
2013-07-01,0.00023011791781380847,0.00028281447473312645,0.0003173505622192904
2013-07-02,-0.0003098479438645314,-0.00029861080947542673,-0.0003059929590281171
2013-07-03,8.555277637404427e-05,0.00017651674380723118,0.00020690419320174784
2013-07-05,-0.0015280512427403494,-0.0008287370040957222,-0.0006744976617518438
2013-07-08,0.0006947808092939647,0.00012816434839118098,3.0246091196143683e-05
2013-07-09,0.0005670817470049222,0.00027101875097948876,0.00030791230839644274
2013-07-10,-0.000207663500781098,-6.32726373154762e-05,-9.058526334857353e-05
2013-07-11,0.001686790910682186,0.0007409528931878163,0.000904059562787877
2013-07-12,-5.61206924703164e-05,-1.7254829673151024e-05,-2.8921261925433907e-05
2013-07-15,0.0003813245625333271,0.00015642831148511167,0.00019164589960888627
2013-07-16,-7.424036769409901e-05,4.531380213563163e-06,5.3213619882571306e-06
2013-07-17,0.0002140760194901139,5.8976972023615554e-05,6.903756410503464e-05
2013-07-18,0.00025453422604420804,0.0002200865451083775,0.00021841632895911364
2013-07-19,0.0005696464202078121,0.0002874185618100953,0.0003355594252225964
2013-07-22,0.0005010429011766749,0.0002952104002397877,0.00035823723808045863
2013-07-23,-0.0001370604157405277,-2.2915784777486383e-05,-2.14526414203453e-05
2013-07-24,-0.0009619653391856177,-0.0003228538618574771,-0.00029996018124691775
2013-07-25,0.00011050250779430786,-0.0002051789652903557,-0.00021401932976308546
2013-07-26,0.0003531574423174573,0.0002814782590700818,0.00027945700849906467
2013-07-29,-0.000454900231170672,-0.00020269358137985587,-0.00018299167399091895
2013-07-30,-0.00026989940063499457,-0.00026765510560733277,-0.0002557733542951899
2013-07-31,0.00027531480648074777,0.00024366522112626707,0.00024473772592437625
2013-08-01,-0.00024093896209513251,-0.00047363589674454394,-0.0003841065898698365
2013-08-02,0.0009702028937548813,0.0006253478231444923,0.0005621593937636586
2013-08-05,-0.0005226971111937905,-0.0003022974909140613,-0.00023228130634087428
2013-08-06,-0.0005537734604853179,-0.0003099880399829633,-0.0003102122398599738
