Date,RARP_volBands,RP_naive,VT_naive
2010-06-03,-0.0007107583003914724,-0.0008036472123115134,-0.0007187704535183429
2010-06-04,0.0013661897979283775,0.000530427418411986,0.0007055055957254956
2010-06-07,0.00037387978608169814,0.0002234876402058587,0.00016205074013704481
2010-06-08,-6.231967308907372e-05,0.00015933096958963306,0.00014775559806848133
2010-06-09,-0.0001987322054017161,-0.00013836396090353634,-0.00015261155371217461
2010-06-10,-0.0010692879970838087,-5.5036463007612454e-05,-0.00027866609137574514
2010-06-11,0.00110813912365649,0.0004264346926584532,0.0005541880329347248
2010-06-14,-0.0005994040128780964,-0.0005223645617587655,-0.0005439709996178161
2010-06-15,0.0003963030055476736,0.0004184661755171463,0.00043924104181326904
2010-06-16,0.00012161641077678445,-2.777178801996054e-07,5.1377396576099155e-06
2010-06-17,0.0008688222369850063,0.0005002190342332179,0.0005295166913902326
2010-06-18,0.00012644947692721936,0.00019616914846052984,0.00021055490935594328
2010-06-21,-0.0008513177576588022,-0.0006996624336342253,-0.0007159370576395955
2010-06-22,0.0007916004055104286,0.00031391646188790766,0.00041118138284663514
2010-06-23,0.0002224645583529064,4.1559010693979244e-05,4.534657000001088e-05
2010-06-24,-0.00029149182406090166,-0.0002505944597937826,-0.00024182048861451824
2010-06-25,0.0005359022880493968,0.0003860951860664744,0.000385414933862785
2010-06-28,0.00030969954061345497,-9.805730803933961e-07,4.375799230437675e-06
2010-06-29,-6.220436954992326e-05,-0.0002853642324236785,-0.0002567974735074736
2010-06-30,0.0002950995856035959,0.00016417147460905283,0.00019745507193492853
2010-07-01,-0.0015321854420283646,-0.0014942667467550631,-0.00117805988524071
2010-07-02,-1.1718115249816172e-05,0.0001435819228767688,7.99037323295981e-05
2010-07-06,-0.00017626505542265566,-0.0004150996702932412,-0.00032529150042714147
2010-07-07,0.0003316594968376612,0.000765926814423709,0.0005318731436303092
2010-07-08,-2.25756984655212e-05,0.00014970557758803494,0.00015734298757448547
2010-07-09,-0.0001536988645308387,-4.293091470135754e-05,-4.768754205955125e-05
2010-07-12,0.00021766343956430102,0.0001181000419424032,0.00014261903251937144
2010-07-13,-0.00013798972065188084,0.00014385506055536026,0.0001373868610402364
2010-07-14,0.0005802075024551479,0.0001325661824403901,0.00021932697891610865
2010-07-15,0.0006611207953281961,0.00023289978636485784,0.00024070173678311096
2010-07-16,7.42238225138359e-05,-0.0005954555125667095,-0.0003504769731021149
2010-07-19,-0.0005967967478081832,-0.0003978130919339021,-0.0003823243233748844
2010-07-20,0.0004544977919722547,0.00045571005883308246,0.0003441805365633266
2010-07-21,0.00046833190147660376,-0.0001393039569948285,-8.179538979136898e-06
2010-07-22,-0.0001216654193104636,0.0003434354408031345,0.00020199729678154008
2010-07-23,-0.000169507211975929,9.034764770103379e-05,6.127859701709717e-05
2010-07-26,-0.00032463669787335795,-0.00030240753595337606,-0.0003317430759998494
2010-07-27,-0.0006716712302963539,-0.0004973464154245438,-0.0004567079052696797
2010-07-28,0.0005384258768868626,0.00027081009403702265,0.0003191665366115432
2010-07-29,7.744528119570725e-05,-5.936592243154186e-05,-6.1679070590669e-05
2010-07-30,0.0008689587842112743,0.0006832226148631971,0.0006165553687036058
2010-08-02,-0.0003871506507445936,-2.233444611686729e-05,-0.00010983095456959825
2010-08-03,0.00044044248305564744,0.00023652790100605597,0.00021784362556173643
2010-08-04,-0.0001915163331497119,2.1234220199597204e-05,1.1376473635671315e-05
2010-08-05,0.00046949952819779004,0.00022504849321833287,0.0002408143344537557
2010-08-06,0.0006314082216540775,0.0003510110750180303,0.00036939030316148207
2010-08-09,0.00013287116868184704,8.696014405469208e-06,-2.6798637456176383e-06
2010-08-10,0.0004436075071885384,0.0003348698543497613,0.0003703132621453317
2010-08-11,-0.0007694282319956576,-0.00017495148095799867,-1.2504173112121493e-05
2010-08-12,-0.00017302412744420116,2.85193851864658e-05,3.287492204317614e-05
2010-08-13,0.00021787949704107166,0.0001090562817595562,0.00012703739621499702
2010-08-16,0.0007086062638949166,0.0002627392178123282,0.0002539467401499533
2010-08-17,0.0003284220219821936,0.0002260117357343309,0.00016545424014100085
2010-08-18,-9.095327467370306e-05,-0.00015338461155243294,-0.00015025931362366786
2010-08-19,-0.0003278721384498567,-0.00010326388883229802,-3.961288296408509e-05
2010-08-20,-0.0002373972973694075,1.1499067089738922e-05,-4.4041831942178864e-05
2010-08-23,-0.0002595574007300937,-0.00024277441899170387,-0.0002317218797493837
2010-08-24,6.779430690244062e-05,8.42097782618128e-05,0.00020189321434062907
2010-08-25,0.00018043683655570366,0.0002385330779492172,0.00022715164269215206
2010-08-26,-0.00019941445127381055,-0.00021924026559291788,-0.0001795951950593162
2010-08-27,-0.00018040331804286097,-0.00010776332594369444,-0.0002432672482448737
2010-08-30,0.0001047846736373236,0.00019935163521607994,0.0002846484207706554
2010-08-31,0.00034834595061369487,7.365691752315889e-05,0.00018087068116024284
2010-09-01,0.00041533619289107045,0.00010597671361587064,-3.784419688830468e-05
2010-09-02,0.00040292637493740964,0.0003133293169791943,0.0002907360827371038
2010-09-03,9.359170172241487e-05,-5.149409541529657e-06,-9.357042984620499e-05
2010-09-07,5.418808459714682e-06,-6.486095894939987e-05,6.793008537504637e-05
2010-09-08,0.00012647988721003618,4.1284037432212454e-05,9.9973973211908e-06
2010-09-09,-0.0005330414565993184,-0.0002959687775534257,-0.00043848620988385935
2010-09-10,5.028236464721797e-05,2.007343266642573e-05,-1.1961198783819676e-06
2010-09-13,0.0006950177727605026,0.0002732119414642407,0.00030742261152802284
2010-09-14,0.0009361225285798914,0.0006471595508509224,0.0008126603489638947
2010-09-15,-7.661550544716391e-05,-4.438398493795038e-05,-8.356886023931534e-05
2010-09-16,-9.62774741392116e-05,-1.8490833644656894e-05,-5.42867504229395e-06
2010-09-17,-0.0002821512797261144,-0.00023649830199584616,-0.00021468541494111242
2010-09-20,0.0010720338719234356,0.00044207103638035824,0.00038301033897976427
2010-09-21,0.0008547038831568818,0.0004561171113108446,0.0004753418663135836
2010-09-22,-9.729597490841524e-05,-1.4087937907059163e-05,7.97571268551598e-06
2010-09-23,-0.0002863778781769734,-8.76202393218779e-05,-5.191069649928531e-05
2010-09-24,0.0007965929147264665,0.0004915525324244281,0.00040124108145359624
2010-09-27,0.00025670217455369684,0.00017639566014788518,0.00019002220637254368
2010-09-28,0.00037042243041426784,0.00017003592245682468,0.0001418765758693992
2010-09-29,-0.00019138380040005067,-9.790543863042521e-05,-8.762344834135907e-05
2010-09-30,-0.00020151365429672946,-0.0001197804864124477,-9.10639696698543e-05
2010-10-01,0.0002455992240613654,0.00022491997462311596,0.0001686314069525637
2010-10-04,-9.432785217594803e-06,0.0001151217969220588,0.0001336994412163269
2010-10-05,0.0010886516241036355,0.0007203926320633958,0.000522346463782024
2010-10-06,0.0004943119880928776,0.00044099964424266884,0.0003435136685873612
2010-10-07,-0.0002724996566381641,-0.0003147216056910452,-0.00022380461781104695
2010-10-08,0.0006329705795358509,0.0003881626169581721,0.0002955480103519693
2010-10-11,0.0002828782615099043,0.00017819600952292112,0.0001427627188652716
2010-10-12,-0.0001576139888281682,-9.885996178614801e-05,-9.953951033327348e-05
2010-10-13,0.000914808346769411,0.0005792232994353795,0.0004369274594727391
2010-10-14,-0.0002745912409830147,5.076008988892955e-05,5.494638894967329e-05
2010-10-15,-0.0006469797413800385,-0.0004785511075727797,-0.00046757384106361707
2010-10-18,0.0009668584313854183,0.0005749294907625082,0.000549252189525433
2010-10-19,-0.001608924282683743,-0.0010642831468497195,-0.0008925842705701553
2010-10-20,0.000674578966700086,0.0003556251717023416,0.0002900813773928507
2010-10-21,-0.0007391122592418651,-0.00044920674849412964,-0.00041477226675761176
2010-10-22,0.00031837447102959484,0.00027661995174194803,0.00027517245017740264
2010-10-25,0.0001527843524345036,-1.4737180806252421e-05,-2.41154517882359e-05
2010-10-26,-0.00023910202763039064,1.5228663891356573e-05,-3.116624156151944e-05
2010-10-27,-0.000764001263963998,-0.0004001044403753602,-0.00042941467179291186
2010-10-28,0.0005459677356806115,0.0001751355796624781,0.00022818991671493758
2010-10-29,0.0007150363917912502,0.0006465239115522424,0.0005568506304408606
2010-11-01,-0.0005434942716575288,-0.0004980094714492044,-0.00043600266863975186
2010-11-02,0.00046662776659397477,0.00024164025586431134,0.00016283897583513414
2010-11-03,0.00037074825589773064,0.00025667664923820276,0.00023911527111899496
2010-11-04,0.001908967440069728,0.001452100625710569,0.0011833441911416507
2010-11-05,5.4431464116047156e-05,-1.5672892012761664e-05,-3.5790396764014046e-05
2010-11-08,0.00026667016577535665,0.0002253145962070341,0.00015702600183245516
2010-11-09,-0.0016338657376078667,-0.000939508864757965,-0.000756886314043523
2010-11-10,0.0009493769120059537,0.0005602170127543661,0.0004393154964034621
2010-11-11,-0.00035473674758531123,-0.00024510447509564474,-0.00023443569965631827
2010-11-12,-0.001551792875306964,-0.0005464522361081287,-0.0005651194036800356
2010-11-15,-0.001296444164397412,-0.0005993680005103453,-0.0006116862109993623
2010-11-16,-0.00038132505239427193,-0.0001823211666506861,-0.000184810275395007
2010-11-17,-0.00030101749325085373,-0.0001531036380047033,-0.00015634193416923388
2010-11-18,0.0005971322368636044,0.0001451750568711747,0.00016748329247241056
2010-11-19,0.0003517754758002218,0.00016384710102163976,0.00013179831323034365
2010-11-22,0.0007128339218561708,0.00040225743900411187,0.00029700921639291963
2010-11-23,-0.00030317830938276027,-6.239121383938293e-05,-0.0001039718245031951
2010-11-24,-0.00024501504773093033,-3.48287218214647e-05,0.00010008038286506205
2010-11-26,-0.0003191705319145871,-0.00018468904339417194,-0.0001967398448246651
2010-11-29,0.00042479166987618457,0.00021057763422617314,0.00016793126654661962
2010-11-30,0.0003507143751479715,0.0002774774181608696,0.00017187431600558745
2010-12-01,-0.0008065072263158449,-0.0005472235925828981,-0.0003345869657847747
2010-12-02,0.0002813095098022392,8.821393750995166e-05,0.0001349565977377815
2010-12-03,0.0008925925311331469,0.0006559476805135143,0.0005689296100286996
2010-12-06,0.0003676082226298981,4.392243219005865e-05,6.902406072082691e-05
2010-12-07,-0.0015158962441404323,-0.0006929005611396444,-0.0007606972867615453
2010-12-08,-0.0007371767608375935,-0.00034795385758390837,-0.0003807656976548086
2010-12-09,0.0005271910387608274,0.00036209872818037243,0.00039435019577807465
2010-12-10,-0.0003913378702716838,-0.00018346100298261063,-0.00014268253512513042
2010-12-13,0.0003564326709641557,0.00016836176508699214,0.00016662677453835252
2010-12-14,-0.0006595042565776439,-0.0002577470193496467,-0.00025383494141933434
2010-12-15,-0.0009085629822756293,-0.0005615321615570855,-0.0005596445953408018
2010-12-16,0.0004842576269837156,0.00016425045966553172,0.00016476382982579717
2010-12-17,0.000641717030429915,0.00040415179231526824,0.00040076125026671417
2010-12-20,0.00028322309578022645,0.00013724222241391773,0.0001443688132270001
2010-12-21,0.00042851163241574154,0.0002029524704364752,0.00019081059892424437
2010-12-22,-0.0002508629019264977,-0.0002525644970065781,-0.0002537132108109952
2010-12-23,-0.000325182889830688,-0.00016417853920062684,-0.0001580107851313414
2010-12-27,0.0002897720670901697,0.00014339235284701414,0.00014443251674264453
2010-12-28,3.3509425871221514e-05,0.00013330086907939893,0.00013956984746706842
2010-12-29,0.0004046749900746976,0.00018633032245722418,0.00015344775301461355
2010-12-30,-8.280397825404938e-05,2.882716185047382e-05,4.8389184251452556e-05
2010-12-31,0.0003323735802419661,0.00015558369713153288,0.0001280790692347625
2011-01-03,0.0003892281278958279,0.00028452188820321766,0.00024144606696439047
2011-01-04,-0.0006945405368106027,-0.00047593718112377533,-0.00035388515456147263
2011-01-05,-0.00038601391764013564,-0.00033598317107210644,-0.00021242785464590396
2011-01-06,4.703697821700211e-05,5.078894356881717e-05,2.487656687475651e-05
2011-01-07,2.7845640647830062e-05,-5.0626638544631056e-05,-0.00010593381428644383
2011-01-10,0.0004073960327012637,0.00037934563186418127,0.00032554823758269966
2011-01-11,0.00021617621211369567,7.645781289787055e-05,8.19249542442071e-05
2011-01-12,0.0003678387352801369,-2.808813163273472e-05,-2.0659189318998e-05
2011-01-13,-5.798626683945705e-05,-3.655336736358447e-05,-4.058551179969677e-05
2011-01-14,3.2924785987761785e-05,-0.0001606649958352559,-6.673792943778059e-05
2011-01-18,0.00011984867489251116,7.039690734571922e-05,6.231063242866379e-05
2011-01-19,-0.00016318140294549856,0.00012082827453785927,7.981071626316381e-05
2011-01-20,-0.0009031839836133057,-0.0007414960097170003,-0.0005474655544946217
2011-01-21,4.7254935036579324e-05,-6.605596251481929e-05,-9.294485722735192e-05
2011-01-24,0.00017794622009618223,1.7777678172426625e-05,5.2161285294648926e-05
2011-01-25,0.0003805483163822473,0.0003446856318596261,0.0003120022094116303
2011-01-26,-5.022110218399147e-05,-0.00015053710937714096,-0.0001404547413892997
2011-01-27,-0.0001409497142258907,-0.00016871158732830585,-4.8643061327072396e-05
2011-01-28,-0.0004229153623295036,-1.4853987797356716e-05,-0.00018832124824410737
2011-01-31,0.00012509633671840023,-4.9159896789227454e-05,1.4740136065667852e-05
2011-02-01,0.0006345321534367213,0.0002458323224037745,0.00028654023359679935
2011-02-02,-0.0003861290529230484,-0.00019989990143001507,-0.0001581156815156766
2011-02-03,0.00018326044493877412,0.0001168187676128372,9.652266038899979e-05
2011-02-04,-0.0001542509601181995,-6.82244130231182e-05,3.069811296304724e-05
2011-02-07,0.00024320674449089557,-7.125049010929253e-05,-6.71899835172734e-05
2011-02-08,0.00019854304328433917,7.230599391604575e-05,8.11480094859738e-05
2011-02-09,0.00039670963665338726,0.0003702479002771661,0.0003144452403932949
2011-02-10,-0.000428057945244079,-0.0003620696279942418,-0.00032046691046567425
2011-02-11,0.0005640032112377119,0.00022002677020181415,0.00019935725381821338
2011-02-14,0.00031539710645991855,0.0001649252369939323,0.00013509428472843686
2011-02-15,0.0003797718419679971,0.0003902153439415088,0.0003325861047424794
2011-02-16,0.0003650371156078104,0.00011818954332352716,0.00011722427780581679
2011-02-18,0.0006502264591226966,0.00022453438373773067,0.00019523394302884482
2011-02-22,-0.0007095748483983435,-6.258355020481951e-05,-8.942940552467268e-05
2011-02-23,-0.00011372926635437505,0.0001530729585879699,0.00013030949185607264
2011-02-24,-0.00016716884146474292,-0.00010916032958395963,-7.339742579539872e-05
2011-02-25,0.0012221883303506255,0.0005888574405673369,0.00046208577154437515
2011-02-28,0.0002938125807104614,-4.6008419472275976e-07,-4.874201823683525e-05
2011-03-01,-0.0007772175570114728,-0.00017699932150029996,-3.284439012179281e-05
2011-03-02,-2.497334395691451e-05,3.5128398417674686e-05,7.84050750835731e-05
2011-03-03,0.0002837871066761051,-0.00019687418025088354,-0.0002766462224439309
2011-03-04,0.0003342057249800623,0.0004635982250188139,0.00044512055858931745
2011-03-07,-0.0007050500730882466,-0.0004995943473850721,-0.00040857839144279896
2011-03-08,0.00032142428661420964,0.00011289639708666749,6.820296825002406e-05
2011-03-09,0.000231145933528851,0.00021880950020687693,0.00016263845728641983
2011-03-10,-0.0008209465143470495,-0.00040331163731135473,-0.0003389156971080272
2011-03-11,0.0004917270769405296,0.0003371430965529662,0.0003217621694032786
2011-03-14,-0.00010414823830604931,-2.7184639751057417e-06,3.976819841761047e-05
2011-03-15,-0.0007160452984608922,-0.0002387961688354211,-0.00026679423719191405
2011-03-16,-0.0006355218857842738,-0.00020929953151763687,-0.00012391430496303262
2011-03-17,0.0007391518734899072,0.00030323935509555573,0.0002840740922121463
2011-03-18,0.00045773015051625885,0.00031279508161898174,0.00022214805635517446
2011-03-21,0.0008180271842341469,0.0003770503788464147,0.00022309223297055716
2011-03-22,-0.0005643075661070725,-0.0004982974495265394,-0.0004745119994015659
2011-03-23,0.0005537961491269355,0.0004676695651071467,0.0003863845855374004
2011-03-24,-0.00017290460820993913,-0.0003312630616133944,-0.0003457608751194775
2011-03-25,5.079227305370535e-06,-5.448451916933971e-06,-2.5661298373343994e-05
2011-03-28,-8.660712019762837e-05,5.597800263615834e-05,5.829802737676457e-05
2011-03-29,-8.137246098447603e-05,-0.00019339539391615988,-0.00021390145808947706
2011-03-30,0.0007736294652727244,0.0004901242643249972,0.0005119842491763469
2011-03-31,-0.00014863161943859203,-0.0001419892101402818,-0.00015361059619294258
2011-04-01,0.00025348499812259434,6.727101984420686e-05,6.718178238754327e-05
2011-04-04,0.0003762100432998958,0.00020194259473265065,0.00020112104076885172
2011-04-05,5.504080178159274e-05,0.00014266076200298092,0.0001409425475356141
2011-04-06,-0.00011229764900343861,-4.332332584452669e-05,-4.387666264934144e-05
2011-04-07,4.990114336129081e-05,0.00015070562942852745,0.0001640435377805345
2011-04-08,-0.0003126617869883445,-0.000180447626032429,-0.00021949623020547172
2011-04-11,-0.0003652277128974508,-0.0002325948235229172,-0.00015481055729511692
2011-04-12,-0.00016192438174002054,-1.3933029882905846e-05,0.00010787567427747189
2011-04-13,0.0003728251002945108,0.00019415400952193477,0.0001828895673859365
2011-04-14,0.00015291441119422787,7.840386407602898e-05,-3.671286024855838e-05
2011-04-15,0.0013412139507828187,0.000826013255487318,0.0007400843478672589
2011-04-18,-0.0004929522672609227,-0.0002773683149789593,-0.00023149643718813358
2011-04-19,0.0004860347386880812,0.0002228845560910502,0.00017682961787987076
2011-04-20,0.0006699848557634646,0.0003681147577801415,0.00022443207388439588
2011-04-21,0.0004711189538676841,0.00024429561976493865,0.00018583646009755854
2011-04-25,0.00021029664270927903,0.00012202725238235739,0.0001285311918675067
2011-04-26,0.000677041418778906,0.0003293358436762239,0.00028805625698518164
2011-04-27,0.0006556426625708398,0.0006384064136339285,0.0004341556671442745
2011-04-28,0.000559200119280767,0.00036409795587462134,0.00030829869373386835
2011-04-29,0.0007220448008944783,0.000624912975265388,0.00048422705644447734
2011-05-02,-0.0004864345028445347,-0.00034599748491177763,-0.0002973565143229183
2011-05-03,-0.00015088569510349767,-6.701369317236318e-05,-4.5295841720315985e-05
2011-05-04,-0.00029457911569720616,1.6406846689569427e-05,8.603194548152188e-05
2011-05-05,-0.001094511284219316,-0.0007091958647046827,-0.0005835567963523426
2011-05-06,0.0006669163445780651,0.00040694148320423934,0.0003560853855667315
2011-05-09,0.0008878136287313136,0.0005092470180019383,0.0003883985443046313
2011-05-10,0.0004623953497868534,0.00014957987597686364,5.432845049255816e-05
2011-05-11,-0.0009131017006693023,-0.000400447736180423,-0.00025197502594277396
2011-05-12,0.0002495930905031034,7.08182570707662e-05,2.676706179032246e-05
2011-05-13,-0.0007620544962693668,-0.00044790660145742974,-0.0003423979973052996
2011-05-16,-0.00042407058247470396,-0.00014728036895961466,-7.999757283085182e-05
2011-05-17,5.7595212878697966e-05,1.583960483657012e-05,4.571341118647456e-05
2011-05-18,0.00034928243621746874,-1.5537431727019542e-05,-0.0001344939754924132
2011-05-19,0.0006141476783483202,0.0005219689845095436,0.0005079360363421457
2011-05-20,-0.0003228563539099943,-9.33089755599487e-05,-0.00010074670412325937
2011-05-23,-0.0007975190286180128,-0.0002737495813820151,-0.00018125173818517326
2011-05-24,0.0001743223213540169,0.00014584786832966243,0.00011985444160408467
2011-05-25,0.0002863779989972568,0.00011593388960849069,8.55041687885461e-05
2011-05-26,0.0006431376422847381,0.00031379191857094815,0.00029987507255335076
2011-05-27,0.0006816979380916715,0.000370921445106437,0.00028156677552409174
2011-05-31,0.0006437793411200822,7.02934283675167e-05,0.00010453139618552484
2011-06-01,-0.0009142550707795696,-0.00012980920077008395,-0.00014086216752545017
2011-06-02,-0.0005857769846254355,-0.0003068290755688239,-0.0003326500030244404
2011-06-03,-0.00028211702436188927,3.0916203775501844e-05,1.1979372300704116e-05
2011-06-06,-0.0007181322681956983,-0.0002226262713759925,-0.00024500946105090906
2011-06-07,0.00024379784901822389,0.00023496739522231398,0.0002496536173143792
2011-06-08,-0.00015748994176276448,-7.802204183550077e-05,-7.07171678102893e-05
2011-06-09,7.457551371227537e-05,-9.023379050447025e-05,-0.00011146249611479615
2011-06-10,-0.0005484798851845903,-0.00012186426483866633,-0.00012454206465718485
2011-06-13,-0.0005037882091587048,-0.0004194220412285967,-0.00046232043650320766
2011-06-14,0.0005255206774289767,0.00039303870801016933,0.00024029804931500467
2011-06-15,-6.288725179215876e-05,3.593492357880816e-05,0.00016525204904062498
2011-06-16,0.0003367567148766435,0.00013969492321122749,0.00013708767545810694
2011-06-17,0.00035758424651182,0.00022318762935705667,0.00015455111146814153
2011-06-20,0.00020817736814895233,8.183857733025447e-05,4.3006261104522993e-05
2011-06-21,0.0007690774603275577,0.00021204440698245437,0.00011107074859058441
2011-06-22,-0.00020778786262725193,7.041321808045576e-05,9.848817074280161e-05
2011-06-23,-0.000328534815315488,-0.00031484627029702524,-0.00021652721596109842
2011-06-24,-0.001041771888120037,-0.0006817553894129339,-0.0005529811694791861
2011-06-27,0.0001305340079299176,-9.692626308438185e-06,-5.5478248990819987e-05
2011-06-28,8.156464343497085e-05,2.1089722476386104e-05,-5.3210622058844025e-05
2011-06-29,0.000382685807737506,0.0003165969123936439,0.0002597232935264921
2011-06-30,-5.4789929043495557e-05,-0.00010748841365332169,-0.0001216093610945613
2011-07-01,0.00012506506445925396,-0.00014676211183732872,-0.00015707586662359695
2011-07-05,0.0009195096554882005,0.0005667060369978991,0.0005978655926660267
2011-07-06,0.0006402503304775507,0.0004942145220207419,0.000464912361219737
2011-07-07,0.00020166129884922294,-8.100781416982011e-05,-0.00012362104726184887
2011-07-08,0.0006340101885691285,0.00047803588631132216,0.0004161414170466204
2011-07-11,-0.00043488345737265625,-9.333683725917978e-05,-4.240358615062209e-05
2011-07-12,0.00021570017274071335,0.0002594219748478669,0.00030504901556867233
2011-07-13,0.0006201521074692568,0.00043564177628704296,0.0004954778388151727
2011-07-14,-0.0006166250614705872,-0.00023828595116639345,-0.0002736989321434724
2011-07-15,0.0006090730960618992,0.00027174531469068984,0.0003286868921808102
2011-07-18,-0.000254779137112223,-4.613170606370217e-05,2.8354108506810545e-06
2011-07-19,0.0007334081596445805,0.0002066018769963881,0.0001833024985804204
2011-07-20,-0.0003870292748388951,-0.0002586115175442535,-0.00021780135556675117
2011-07-21,0.00018762059520188682,-2.2932243326912306e-05,-9.032979617151134e-05
2011-07-22,0.0007673627053292087,0.0005089009278044251,0.0005158762966770898
2011-07-25,-0.00040083940417180795,-0.00012235981399481545,-6.532788392640265e-05
2011-07-26,0.00018643953471420094,0.00011903629344291305,0.00013134258660931828
2011-07-27,-0.001462914722942846,-0.0006071997525502041,-0.0005010644796924028
2011-07-28,-7.025353807197964e-06,2.0715082886880235e-05,2.808191765534454e-05
2011-07-29,0.0007168068567686392,0.000433090910175467,0.00041882783848211537
2011-08-01,-4.4619943792816375e-05,-8.14732671861496e-06,-1.4206874550615892e-05
2011-08-02,-0.0002134007326419155,0.00015359904776630738,0.00030354559290773003
2011-08-03,0.00035074538087620874,0.0001344999566278936,0.00012205823821545413
2011-08-04,-0.001821790139339348,-0.0007050818391436211,-0.0004927971503165417
2011-08-05,-0.0006024946479401568,-0.00020296549800749653,-0.0002598481160981473
2011-08-08,-0.0016945088888142756,-0.0003351366321880674,-4.6912701230184895e-06
2011-08-09,0.0028717721536566827,0.0011664463507138607,0.0010858177030995426
2011-08-10,0.0012964043132486925,0.0001460867338020088,0.0004248173366042244
2011-08-11,-0.0010852845542178124,-5.622839766687541e-05,-0.0002929075988279916
2011-08-12,0.0003770359736225179,0.00013201920013639832,0.00015507344623046126
