Date,RARP_weekHMM,RP_naive,VT_naive
2010-04-22,0.0,0.0,0.0
2010-04-23,0.0,0.0,0.0
2010-04-26,0.0,0.0,0.0
2010-04-27,0.0,0.0,0.0
2010-04-28,0.0,0.0,0.0
2010-04-29,0.0,0.0,0.0
2010-04-30,0.0,0.0,0.0
2010-05-03,0.0,0.0,0.0
2010-05-04,0.0,0.0,0.0
2010-05-05,0.0,0.0,0.0
2010-05-06,0.0,0.0,0.0
2010-05-07,0.0,0.0,0.0
2010-05-10,0.0,0.0,0.0
2010-05-11,0.0,0.0,0.0
2010-05-12,0.0,0.0,0.0
2010-05-13,0.0,0.0,0.0
2010-05-14,-0.0004921266300265062,-0.0004999999999999999,-0.0004999999999999999
2010-05-17,-0.00047561864360829093,-0.000258180020701182,-0.00025685606927467434
2010-05-18,0.0006273017487099209,6.981526922575392e-05,-4.8459811490334176e-05
2010-05-19,-0.0003232815369369615,-0.0002210750493932377,-0.00031275069833469745
2010-05-20,0.0004774307392101533,-7.39576116483975e-05,-0.0003312135726444043
2010-05-21,0.0002539812576095728,0.0001426509347291706,0.00019109170345464824
2010-05-24,4.7641111901113416e-05,2.803615446950056e-05,4.6068832269248114e-05
2010-05-25,0.0005375660238633961,0.00023761668763406726,0.0002581863464085894
2010-05-26,-2.0748147246189537e-07,0.00015915278685847302,0.000186429790108493
2010-05-27,-0.0009390708359771012,-0.0004758713118673662,-0.0002964406478504678
2010-05-28,0.0005252278110195146,0.0002952564018524977,0.00023490023314062716
2010-06-01,-0.00020449257446112894,-0.0001493533654859484,-0.00016872283707667875
2010-06-02,-8.463742987543265e-06,0.0002178693971229574,0.00031778451639795683
2010-06-03,-0.0006736505285368537,-0.0006516878930180153,-0.0007161976786444727
2010-06-04,0.001265661493960166,0.0008093062231331287,0.0007073004371717288
2010-06-07,0.00030639856867841544,9.599263922827585e-05,0.00015713841293154575
2010-06-08,-5.454362663753488e-05,0.00010350015771281379,0.00013842804674411274
2010-06-09,-0.00014703533443407332,-0.000127546029992066,-0.00015520042573455246
2010-06-10,-0.0007952496217147942,-0.0003839797653545661,-0.0002900161836795701
2010-06-11,0.0008609715177207372,0.0005549883466328838,0.0005606302713397932
2010-06-14,-0.0005496126180009079,-0.0005546387854495939,-0.0005502517201122425
2010-06-15,0.00035077338041386813,0.0004552689570856615,0.0004339311296891161
2010-06-16,0.000126176958865837,8.143686261782515e-06,4.73615298112575e-06
2010-06-17,0.0009204619278725078,0.000667809207349355,0.0005039103532006681
2010-06-18,0.00012564181892776491,0.00023113850158454298,0.0002112507529894284
2010-06-21,-0.0009041671333841969,-0.0008449449695270979,-0.0006951912590886355
2010-06-22,0.0008092493189487647,0.0005079882382119546,0.0004096251094141671
2010-06-23,0.000286376370055026,8.684255207135745e-05,4.046754965891988e-05
2010-06-24,-0.00031295510366938754,-0.00022769087147864344,-0.00023575297581994562
2010-06-25,0.0005572203286482115,0.0004238304951541986,0.0003942521653475805
2010-06-28,0.0004231843702244911,6.0983011247789215e-05,-1.1690718391330317e-05
2010-06-29,-6.047400791280342e-05,-0.0002628877859649045,-0.00024637080191731834
2010-06-30,0.00025245439536708943,0.00020179762721835032,0.0002010751133983868
2010-07-01,-0.0015073062295621314,-0.0013184786041352226,-0.0012020759811166115
2010-07-02,4.608996198119346e-05,9.373790810715099e-05,8.323896801721708e-05
2010-07-06,-0.00026235272188180383,-0.00035740084225735865,-0.0003335177661516419
2010-07-07,0.00038734954418580714,0.0004829626472820667,0.00048757297545307706
2010-07-08,1.2967277529788741e-05,0.00015396490628083136,0.00015575835889587903
2010-07-09,-0.00010228816541468262,-4.690883104608746e-05,-4.576023410526989e-05
2010-07-12,0.00016058925680434677,0.0001398259721060971,0.00013992994889961636
2010-07-13,-5.7774808578450736e-05,0.00012293649529554674,0.0001363382571057002
2010-07-14,0.0004746997527006493,0.00021934985807489353,0.00022926083382845107
2010-07-15,0.0005073120882303239,0.00023676057410535522,0.00024604999833961977
2010-07-16,-0.000385001182822257,-0.0006036089938855022,-0.0003528319004270237
2010-07-19,-0.0005457844856825908,-0.0004002598835987931,-0.00038451378463668886
2010-07-20,0.0005460400781711189,0.000450630401704353,0.0003451147983379893
2010-07-21,9.62751020774584e-05,-0.00011706571545356192,-1.2397531268948833e-05
2010-07-22,0.0001635056535552403,0.0003506515031247268,0.00020558395259624943
2010-07-23,-8.066337903776875e-05,9.184470447286822e-05,6.087365176840091e-05
2010-07-26,-0.0002904537734818604,-0.000300156611089746,-0.0003309239452949261
2010-07-27,-0.000695238926958821,-0.0005174033614626005,-0.00046255726214807635
2010-07-28,0.0005235399539719293,0.00033895785820291615,0.0003266346583197875
2010-07-29,8.013267635319444e-05,-5.226489728407172e-05,-5.736956629710567e-05
2010-07-30,0.000994595718571533,0.0006998671840420765,0.000626220593414283
2010-08-02,-0.00026483963279235183,-4.400118462044938e-05,-0.00011226950266995608
2010-08-03,0.0004740734211746317,0.00023960808152613717,0.00022179935296110938
2010-08-04,-5.885797937950704e-05,0.00010806930715314382,2.129674967635384e-05
2010-08-05,0.0004883334327688985,0.00024938735408585526,0.0002448911821640711
2010-08-06,0.0007382796572656309,0.00039530252062943696,0.000375091918343315
2010-08-09,-1.9643317961812534e-05,1.9737095827962106e-06,-2.893068106706148e-06
2010-08-10,0.0005736019667344901,0.00033692549105680895,0.0003708032598607719
2010-08-11,3.6978520921975976e-05,-0.00013053557828253675,-2.26348195024229e-05
2010-08-12,-5.6096850709626766e-05,8.924542003016387e-06,3.0362348705353958e-05
2010-08-13,0.0002734141012901144,9.989476898038301e-05,0.00012862288450364345
2010-08-16,0.0005792549405193554,0.00020663141579366505,0.000253643586772232
2010-08-17,-1.8396994087907556e-05,0.00019807511066513507,0.0001604981396008511
2010-08-18,-0.00014690872077716908,-0.00013406505414033688,-0.00014696714477215544
2010-08-19,0.00018248171502847205,4.6944808287472256e-05,-3.8420749110166654e-05
2010-08-20,-0.000272436718153152,-0.00011176088672016244,-4.17980887592708e-05
2010-08-23,-0.00014995397218122312,-0.00021520685519745673,-0.00023086329876229132
2010-08-24,0.000623713578007424,0.00034901229318503994,0.00019694315060375924
2010-08-25,-8.345258611260856e-05,0.0002140423104398152,0.00023207081923975806
2010-08-26,0.00015548399093988472,-0.00011703247945817092,-0.00017236130843196508
2010-08-27,-0.001046833816981192,-0.00044549316811230504,-0.0002611947875457507
2010-08-30,0.0007842439883598923,0.0004105412285246589,0.0002947465655214201
2010-08-31,0.0005242113882531233,0.000297489238019638,0.00018507290068301923
2010-09-01,-0.00042315709079770005,-0.00010329246800283696,4.8718789513470365e-06
2010-09-02,7.038842370641723e-05,0.00022002524112582565,0.00028908805097194255
2010-09-03,-0.00033202594546504627,-0.00013273919315640178,-9.57973736462251e-05
2010-09-07,0.00039409575393664056,7.89350367515939e-05,6.869422263109762e-05
2010-09-08,-0.0001238054462227253,-5.0869691213014645e-05,5.931069615920207e-06
2010-09-09,-0.0009312158439098383,-0.0006085889076440954,-0.00042780597920529363
2010-09-10,-0.00014084737186293076,-3.0773959122010605e-05,-1.2558017517862592e-06
2010-09-13,0.0005596398204081323,0.0003557381555715977,0.000308957728093767
2010-09-14,0.001224955804205213,0.001030523039754071,0.0008138864281253443
2010-09-15,-0.00028936297477240194,-0.00016286142507777955,-8.672530252307007e-05
2010-09-16,-0.00010256778326410616,-5.688528606004526e-06,-7.19279374888885e-06
2010-09-17,-0.00010825947904053666,-0.00019997274426392176,-0.0002142231751004714
2010-09-20,0.00047847477196870413,0.0003382785381285769,0.00038421847693744573
2010-09-21,0.0008174714364412463,0.0004835391039385472,0.00047771142133909677
2010-09-22,5.69066367994488e-05,5.42291461292762e-06,6.825447806305284e-06
2010-09-23,2.178027686301013e-05,-2.552330153962114e-05,-5.265003502372935e-05
2010-09-24,0.00017353648059479607,0.0003492456421850353,0.00040203921704950064
2010-09-27,0.0005509659430291611,0.0002763248509242022,0.00019022130298729776
2010-09-28,0.00040517356111349756,0.00023372914980747107,0.00014255576084589098
2010-09-29,-0.0001926215940736088,-0.00010940021428979113,-8.866146368535419e-05
2010-09-30,-0.00014916915584066472,-0.00010569583643676117,-9.076284620016411e-05
2010-10-01,0.00016536836467111974,0.0002035871623828916,0.00016864634480318183
2010-10-04,0.00023168804311705753,0.00015035175822818332,0.00013392232260640017
2010-10-05,0.0007588206316520076,0.0006647126718403098,0.0005231264504271178
2010-10-06,0.0006857424441606975,0.00045303702020629757,0.0003427561408221485
2010-10-07,-0.0003127192637541423,-0.0002950399364140549,-0.00020862862239255593
2010-10-08,0.0004627800116345171,0.00039515254342747735,0.00029744218688242184
2010-10-11,0.00024052076753380136,0.00018161910613399932,0.00014435760340811526
2010-10-12,-0.0002129684606596524,-9.967151473799698e-05,-0.00010243700999927209
2010-10-13,0.0006701127053973146,0.0005840648433995744,0.0004372045290789946
2010-10-14,-0.0001532016168589552,5.731473856706405e-05,5.300719762122333e-05
2010-10-15,-0.0006241111204075682,-0.00047553550593566513,-0.0004753850837212395
2010-10-18,0.0007440691692133696,0.0005857805706989982,0.0005541602376673009
2010-10-19,-0.0010523831267564637,-0.0010728216627566745,-0.0009274646345226406
2010-10-20,0.00037623851337712205,0.00035692946775095084,0.000297028994701281
2010-10-21,-0.0005442055242341146,-0.0003770710804198812,-0.00040115487095542153
2010-10-22,0.00026168137708092426,0.0002771113852562602,0.0002758789925172982
2010-10-25,3.3826338523436806e-05,-1.3030860571276324e-05,-2.1466798471039085e-05
2010-10-26,-0.0001755809428651952,1.0846932733651774e-05,-3.1137371640286156e-05
2010-10-27,-0.0005745112895360057,-0.000413831732585393,-0.0004353381847449108
2010-10-28,0.0003874564581361309,0.00013946612408042032,0.0002487513721857352
2010-10-29,0.0006209350337636928,0.00048374676644420526,0.0005633857842643189
2010-11-01,-0.0004800867854806979,-0.0003842431355765349,-0.00044072019691501665
2010-11-02,0.00024631988136428445,9.927312451581813e-05,0.00016701516444548
2010-11-03,0.00023837496357350274,0.0002154621989157126,0.0002367991726792649
2010-11-04,0.0013324528227541786,0.0010231007566604978,0.001261047018463236
2010-11-05,-0.00014995412646084402,-3.718142054340949e-05,-3.587779071005789e-05
2010-11-08,0.0001639500404318742,0.00014055657480230424,0.00015570708082509148
2010-11-09,-0.0008953733018016033,-0.0006138487447448565,-0.0007488172773887936
2010-11-10,0.0004873737636465865,0.00034927861526681,0.00042770772105412563
2010-11-11,-0.0002378790735629052,-0.00023103204681504858,-0.00022940140103405208
2010-11-12,-0.0009786231236057232,-0.0006039011623027922,-0.0005760188665570831
2010-11-15,-0.0010626392577533785,-0.0006347238107472835,-0.0006181893485279594
2010-11-16,2.33459314882435e-05,-0.00019326119423520175,-0.00018594990017169947
2010-11-17,-0.0002733087579315651,-0.00017668746631458633,-0.0001608070949472788
2010-11-18,0.00011783898892445241,0.0002232135927632981,0.00018748999113820262
2010-11-19,0.00024581147014550686,0.0001651034194455996,0.00013213846452346685
2010-11-22,0.0005985704956990148,0.0004010566751390756,0.0002980960953531481
2010-11-23,1.2435210754785028e-05,-6.711716165649125e-05,-0.00010348308487328849
2010-11-24,-0.0005112876750336956,-3.915567970025549e-05,9.746614793431564e-05
2010-11-26,-7.143643031532897e-05,-0.00016841625217779545,-0.0001834986541088983
2010-11-29,0.0002917183899908936,0.00020968189853404483,0.00016903989767523182
2010-11-30,0.0003731942714897316,0.0002676353008691164,0.00016653689958684743
2010-12-01,-0.0010037561275029444,-0.0005481504145972997,-0.00034954647781219135
2010-12-02,1.1535765580278362e-06,6.105217707919917e-05,0.00012873366433837025
2010-12-03,0.0004933900039580947,0.00047354941625095203,0.0005734098533657207
2010-12-06,0.00025323481223231273,4.4532273742452276e-05,6.895155564951328e-05
2010-12-07,-0.0011766244962225024,-0.000695455492425584,-0.0007612493693578736
2010-12-08,-0.0005946340992740644,-0.0003474569425368781,-0.00037964295163372323
2010-12-09,0.00039500854549929094,0.00034538753061366944,0.00039239656940645275
2010-12-10,-0.0004198475974808756,-0.0001908732074775172,-0.0001109246495095338
2010-12-13,0.00031066829948242627,0.00021599686169022285,0.00016211673469419813
2010-12-14,-0.0006351063766438553,-0.00034191684592248977,-0.00024687974686357845
2010-12-15,-0.0007394937937259201,-0.0006392091391207303,-0.0005504499900745106
2010-12-16,0.00032847619789197165,0.00016433494888086811,0.00015872763965300943
2010-12-17,0.0005766983765611221,0.0003919184970171556,0.000390898108983106
2010-12-20,0.0001623237471710573,0.00014568044771638437,0.00014511673890493242
2010-12-21,0.00025311471405274876,0.0001935784187215305,0.0001922667064121564
2010-12-22,-0.000294083852135755,-0.0002544035896143229,-0.00025429076801641084
2010-12-23,-0.0002573749213982961,-0.0001725147466942608,-0.00016158723951844998
2010-12-27,0.0002581690882901995,0.00016696646074385412,0.00015281823423017154
2010-12-28,-0.0001745012207345118,0.000157123871719972,0.0001381555249797346
2010-12-29,0.00047690324730729615,0.000183666898708038,0.00015495990474312675
2010-12-30,-4.987747505206917e-05,2.4165837226793545e-05,4.800739672735792e-05
2010-12-31,0.00031376836057445633,0.0001548423937475037,0.00012614485466168096
2011-01-03,9.18673861286139e-05,0.00024341694971130717,0.0002633875697639723
2011-01-04,-0.00030887056392004146,-0.0004002794847929374,-0.00035226789953909075
2011-01-05,-0.0006619006253661199,-0.00031332765299889727,-0.00020992872036077647
2011-01-06,0.00022823763034699924,5.933270529176361e-05,2.3832201046074155e-05
2011-01-07,0.00018789777027547282,-5.9131915408927615e-05,-0.00010916594069054128
2011-01-10,0.0004371926247752036,0.0003535448917397162,0.00032084799120082256
2011-01-11,-6.681400787982752e-05,5.234575724711602e-05,7.809637733012402e-05
2011-01-12,-0.00010596349616380214,-6.177417699040541e-05,-2.7293442421933193e-05
2011-01-13,0.0002147861886468429,-5.833684326924835e-06,-3.6819644822377596e-05
2011-01-14,-0.0002027473796868013,-0.00013713737795494158,-6.924648797408846e-05
2011-01-18,-2.4678209211903752e-05,2.8117607462864477e-05,6.588566954301906e-05
2011-01-19,0.00015741812775497784,0.00013468054461784532,7.662504558867181e-05
2011-01-20,-0.000934486036921278,-0.000459791272008125,-0.0005531301011600872
2011-01-21,7.847408190207831e-05,-9.921834486556468e-05,-9.225489484258873e-05
2011-01-24,4.218448391586169e-05,3.360699050528972e-05,5.19607446247821e-05
2011-01-25,0.0004662732344662616,0.0002919223530300602,0.000317229278590414
2011-01-26,-0.00027323059033322464,-0.00014755834741489693,-0.00013881749421382634
2011-01-27,-7.243950620702615e-05,-4.67220721421807e-05,-4.9644226390709565e-05
2011-01-28,3.6405942988889165e-05,-0.00012697057268209132,-0.00019161606490970253
2011-01-31,-0.00011827562302998568,-4.155807096975865e-05,1.4060905041708258e-05
2011-02-01,8.023132589897127e-05,0.00022702602991829936,0.0002738695719417426
2011-02-02,-0.0002850534944867084,-0.00020337372297836513,-0.00015920957620162707
2011-02-03,2.3463989956051692e-05,0.00011730294318815367,9.655741059697392e-05
2011-02-04,-0.00028565397627810694,-7.394297006304624e-05,3.0738768585516374e-05
2011-02-07,-5.592355365812003e-05,-7.289411855716194e-05,-6.692548299740348e-05
2011-02-08,-0.00021244987839345378,7.088576205978222e-05,8.250645126816768e-05
2011-02-09,0.0005467547511760027,0.00036727993540838875,0.0003111873874792599
2011-02-10,-0.0004463776757020671,-0.00035940303877117605,-0.0003174834633185526
2011-02-11,0.0004041418435409505,0.00021590837049973826,0.00019523585578013603
2011-02-14,0.00014932571300056748,0.0001435533371881388,0.00012840302956894503
2011-02-15,0.0003696067246914775,0.0003600541199728358,0.00033652082515001384
2011-02-16,9.354911006263333e-05,9.801709313621405e-05,0.00011746930693660463
2011-02-18,0.00035374133739987505,0.00018002972707665732,0.0001959957905196072
2011-02-22,0.00013876493422025637,-1.8833225825896476e-05,-8.967680830384901e-05
2011-02-23,-1.3476251432959469e-05,0.00017050099834579752,0.0001287322650897214
2011-02-24,-4.593066151302352e-05,-9.264764976016194e-05,-7.351749726111601e-05
2011-02-25,0.000525885463606042,0.0005308116046915545,0.0004536059654297985
2011-02-28,-1.5127186602768996e-05,-4.0913825001069446e-05,-5.152507019082686e-05
2011-03-01,-3.7235922460526576e-05,9.778993123356675e-05,-3.1638979898695996e-05
2011-03-02,-2.0353566140014185e-05,9.974074765813552e-06,8.03778905532213e-05
2011-03-03,-0.0003324225700595411,-0.00046982536690224285,-0.00030178217129208133
2011-03-04,0.0005061404722203936,0.0005826684300837173,0.0004418726836451477
2011-03-07,-0.000442636860586816,-0.00040820617080446724,-0.0004044755129055552
2011-03-08,4.3289752474105695e-05,1.7321321508909887e-05,6.531958399498517e-05
2011-03-09,0.00025774928649074523,0.00022521148857486276,0.00015817547982023428
2011-03-10,-0.00015790852618719828,-0.00030723587316345565,-0.0003306351534481841
2011-03-11,0.00024971364115247935,0.00030898403293066394,0.00032011496283826477
2011-03-14,7.031172928793371e-05,9.096621778516994e-05,4.1047337682345955e-05
2011-03-15,-0.00021266759588048703,-0.00032462275401729586,-0.00026427149711744655
2011-03-16,2.877720789040616e-05,-3.867656039713177e-05,-0.00012029037547016114
2011-03-17,9.61860602492691e-05,0.0004040303815068259,0.0002681088032778533
2011-03-18,0.00015497236812800415,0.00031394656138653443,0.00022454335717667632
2011-03-21,-2.5875807443794462e-06,0.0003901495212016474,0.00023624168043165388
2011-03-22,-0.0003847948929981462,-0.0005009966483664459,-0.00047716370820252046
2011-03-23,0.0002550125193383895,0.0004538345698121869,0.00038372000652476157
2011-03-24,-0.0006389701355584225,-0.00031186560222267693,-0.00036102262937644605
2011-03-25,-0.00017284777296038985,-2.0047618948917113e-06,-2.4939536311742032e-05
2011-03-28,3.636450267868635e-05,5.678224789365356e-05,6.029684802279751e-05
2011-03-29,-0.00035394061164688485,-0.00018510552463174692,-0.0002145400864633657
2011-03-30,0.0006633711029907644,0.0004670412703011371,0.0005012121746032944
2011-03-31,-0.00020713130130404404,-8.458694874248637e-05,-0.0001441369838534671
2011-04-01,0.00011829793377577309,6.208239599204393e-05,6.672270148461275e-05
2011-04-04,0.00024207925124107758,0.00023744360399425183,0.00019758215404517665
2011-04-05,-4.8535233567598255e-05,0.00025843574670461915,0.00013707244298451812
2011-04-06,-0.00021263159445406254,-2.557223413363262e-06,-4.468443186228032e-05
2011-04-07,0.00014411193973406036,0.0001567104401460344,0.00016355053681724278
2011-04-08,-0.0003461321597120476,-0.00017299198426460916,-0.00022081003575373794
2011-04-11,-9.489126572705665e-05,-0.00021452389673998074,-0.00015431565229075405
2011-04-12,0.00040428992141925107,1.475357606811381e-05,0.00011009637453676156
2011-04-13,0.000405431771738816,0.00017196977062516932,0.0001815802649781295
2011-04-14,-0.000154913906652388,9.56274594809507e-05,-2.681930964591934e-05
2011-04-15,0.000893711055119269,0.0008303304388287888,0.0007428636070570203
2011-04-18,-7.94545652013422e-05,-0.0002772754584082869,-0.00023021272360466453
2011-04-19,0.00018231828894593505,0.000224266851946336,0.0001772359476125025
2011-04-20,-3.4392992284930566e-07,0.00035966119369488717,0.0002212041056521249
2011-04-21,0.00022413872913527145,0.0002038861993752378,0.00019150856540708783
2011-04-25,0.00025755253283205607,0.00016395336873559536,0.00012864994301233634
2011-04-26,0.00045459508520185915,0.0003004496690644714,0.00029752290086746243
2011-04-27,0.0003755133608661299,0.000547109894019603,0.0004391993680857032
2011-04-28,0.0004480719755378176,0.0003580146206980464,0.0003081075821552272
2011-04-29,0.0006229470946694862,0.0005947657039208987,0.0004560713232500419
2011-05-02,-0.0003528141081048223,-0.00040346122189653774,-0.0002982610883012717
2011-05-03,0.00011249563113446296,-0.00010079430620203231,-4.452590094373869e-05
2011-05-04,0.00014939482092832425,-7.74692604865601e-05,8.580005987731727e-05
2011-05-05,-0.00036899273287677517,-0.0008780139358162879,-0.0005893317135707541
2011-05-06,0.0003109532700790074,0.0004952708861625065,0.0003682896233912333
2011-05-09,0.00039590526164405223,0.0005579328536608839,0.0004258847436391055
2011-05-10,-0.00015972524599869303,0.00017056080000550753,6.337395662336093e-05
2011-05-11,-5.886708078209644e-05,-0.0004404997573150855,-0.0002767614632698197
2011-05-12,-9.535328860863109e-05,6.98605926218786e-05,2.128415424100553e-05
2011-05-13,-6.240133668853338e-05,-0.00042960727821845905,-0.0003279291712668182
2011-05-16,6.648918796487512e-05,-0.00014730854016964712,-8.048888958933093e-05
2011-05-17,0.00023065278076797596,1.709819946052186e-05,4.62125095914496e-05
2011-05-18,-0.00046649398867978367,-1.6468710443460062e-05,-0.0001341854927074071
2011-05-19,0.0005009255739348346,0.0005205214196359319,0.0005072518036676926
2011-05-20,2.8278766161629327e-05,-6.851468346399689e-05,-8.169850124160375e-05
2011-05-23,-6.601960593910725e-05,-0.0002490160793292237,-0.00016350509748725816
2011-05-24,0.0001320106416937816,0.00013195948140779055,0.0001079095884166804
2011-05-25,6.2810014031473e-05,0.00010524886165137713,7.709141080822542e-05
2011-05-26,0.00042827295864730764,0.0002765461231939514,0.0002616818665454447
2011-05-27,0.00022600591516837705,0.0003695798810279202,0.0002788849363721979
2011-05-31,0.00011295346918114511,0.00019437237651209022,0.00010726837455653243
2011-06-01,0.00028615984347697275,-0.0003248045764839796,-0.0001312091478241745
2011-06-02,-0.0005264188573429458,-0.0003547402600583596,-0.00034044481832640655
2011-06-03,0.00018530250684168774,-8.108018916159482e-05,9.315421595080412e-06
2011-06-06,-0.00023656719833592052,-0.00022840948850997802,-0.00020526580481082136
2011-06-07,0.00033376127446403865,0.00023503935063434134,0.0002499300388944211
2011-06-08,5.07688910128098e-05,-8.866218324322501e-05,-7.186274210185205e-05
2011-06-09,-0.0003104011558629447,-7.356009177990409e-05,-0.00010918323010163034
2011-06-10,-2.4425342646926926e-05,-0.00018505877050571038,-0.00013238193865199372
2011-06-13,-0.0004854901039290377,-0.0005340097431474477,-0.00047046984473928037
2011-06-14,-0.0001302463905066731,0.00040412005199368746,0.0002503142087952488
2011-06-15,0.0005911188436762307,2.0170852493501374e-05,0.00014916376244049082
2011-06-16,0.00022187576487889957,0.0001397313587769349,0.00013569664447473113
2011-06-17,7.848266953186738e-05,0.00019717634782254108,0.0001498506298301308
2011-06-20,-4.40870609940911e-05,7.504321638944063e-05,5.173053576912917e-05
2011-06-21,6.873106158016931e-05,0.00013660550534289298,0.00011236367103996641
2011-06-22,4.658236708435156e-05,8.601748629826916e-05,9.863073187766022e-05
2011-06-23,6.140584147437998e-05,-0.00021244418397389192,-0.00022015063488351022
2011-06-24,-0.00031354933910894404,-0.0005964406297563974,-0.0005573071121521289
2011-06-27,-0.00031342833535760874,-1.6301451758364216e-05,-5.5765993082111044e-05
2011-06-28,-0.0006253592413993279,7.908320799024474e-05,-4.725151772503987e-05
2011-06-29,-0.00013059739109659818,0.00038089172800917,0.00026486425755809195
2011-06-30,-0.00036289862684351097,-0.00011498556992365426,-0.00012218074316479877
2011-07-01,-0.0003171350622748045,-0.00013248156001662183,-0.00016175978435353338
2011-07-05,0.001011045054987352,0.00042218799700786453,0.0005850556451360617
2011-07-06,0.0005602596874435895,0.0004011507572480673,0.00046090954768116454
2011-07-07,-0.00031082009564767956,-8.521060023353285e-05,-0.00011813967484157486
2011-07-08,0.0010485827858272322,0.0002536856333165073,0.0004020547841527137
2011-07-11,0.0004266692643689107,-0.0001983853602023988,-5.937929550693399e-05
2011-07-12,0.00037447320692376735,0.00024262811702309927,0.00029793875901734326
2011-07-13,0.0005798990110340979,0.0004395089341459273,0.0004973178821186246
2011-07-14,-0.000497854185896678,-0.00024748200882534864,-0.00028268648791400703
2011-07-15,0.0005119748903728182,0.0002793857971798172,0.00033484445989261904
2011-07-18,2.0922339979383923e-05,-6.83887278401353e-05,-5.762126593366685e-06
2011-07-19,0.0002961058361744861,0.00018764954644335922,0.00019086622192528358
2011-07-20,-0.00032788333959213664,-0.00021477673692370608,-0.00021486151084909678
2011-07-21,-0.0002974712140947747,-8.742835148545247e-05,-8.939898225308993e-05
2011-07-22,0.0006586996324061225,0.0005130942968098578,0.0005184938707541796
2011-07-25,-0.00015703902047365203,-6.752528313623619e-05,-6.514144408486448e-05
2011-07-26,0.0002573515657147279,0.0001067072407788364,0.0001336452289262673
2011-07-27,-0.0006861368858733931,-0.0006002851212704364,-0.0005041058147483157
2011-07-28,7.55636425565013e-05,1.0139913856934308e-05,2.8448439427477644e-05
2011-07-29,0.0007960853952371097,0.0003657589773735767,0.00042244901277847043
2011-08-01,5.5340930229217625e-05,-5.8184687304707644e-05,-2.0283032235909433e-05
2011-08-02,0.0003917805201038897,8.639220310045642e-05,0.00031079592921834425
2011-08-03,0.00014252238665718038,0.00011971900819031122,0.00012248366900082213
2011-08-04,-0.00033266164661513214,-0.0006080294780068545,-0.0004916023797565929
2011-08-05,-0.00045586268140642295,-0.0001981387730194115,-0.0002624783611077592
2011-08-08,0.00011581691987581153,-0.0003694067820951654,-1.4922302398797575e-05
2011-08-09,0.0009146495496128165,0.0010922378483715564,0.0008214966838727028
